,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
7124,1,25,185.0,90.0,15.0,96.0,40.5
5913,1,22,191.0,93.0,2.0,89.0,38.4
12182,1,39,189.0,90.0,27.0,101.0,40.8
8592,0,31,157.0,61.0,26.0,115.0,40.7
4806,0,73,176.0,70.0,18.0,97.0,40.2
13434,0,20,157.0,57.0,18.0,103.0,40.2
11551,1,40,182.0,86.0,7.0,93.0,39.3
8238,1,49,190.0,97.0,4.0,88.0,39.1
8044,1,22,176.0,72.0,26.0,104.0,41.0
14676,1,46,194.0,101.0,2.0,80.0,38.0
3993,0,31,167.0,65.0,19.0,99.0,40.3
11834,0,29,144.0,49.0,22.0,98.0,40.3
11918,1,24,190.0,93.0,30.0,100.0,40.9
14330,1,34,156.0,65.0,16.0,96.0,40.1
6609,1,22,176.0,78.0,11.0,91.0,39.7
5319,1,66,198.0,96.0,22.0,108.0,40.6
14765,1,73,180.0,88.0,8.0,75.0,39.3
7119,0,29,164.0,61.0,6.0,92.0,39.0
2421,0,69,144.0,47.0,19.0,96.0,40.5
5604,0,58,174.0,72.0,18.0,107.0,40.5
1750,0,35,159.0,63.0,19.0,92.0,40.4
14735,1,37,184.0,84.0,28.0,110.0,40.9
13530,1,63,186.0,87.0,18.0,92.0,40.1
12254,0,36,166.0,71.0,15.0,99.0,40.4
14576,1,32,176.0,75.0,27.0,95.0,40.3
338,1,40,190.0,97.0,7.0,83.0,39.5
8407,0,70,164.0,67.0,5.0,81.0,39.1
11855,0,46,169.0,70.0,18.0,94.0,40.3
1341,0,20,167.0,57.0,4.0,80.0,38.9
14321,1,44,189.0,88.0,4.0,85.0,39.0
7982,1,31,176.0,72.0,4.0,86.0,39.1
12086,1,25,196.0,99.0,9.0,97.0,39.3
3640,1,32,186.0,91.0,10.0,93.0,39.7
329,1,73,198.0,101.0,18.0,97.0,40.7
13251,0,26,167.0,65.0,16.0,89.0,40.4
3004,1,46,189.0,88.0,7.0,87.0,39.2
6960,1,47,191.0,98.0,29.0,116.0,40.8
4090,1,22,184.0,88.0,24.0,104.0,40.2
11307,0,24,169.0,68.0,22.0,105.0,40.5
9828,0,36,159.0,59.0,2.0,76.0,37.6
2322,0,53,150.0,51.0,9.0,97.0,39.6
6667,0,20,177.0,72.0,7.0,87.0,39.3
7009,1,32,186.0,89.0,9.0,93.0,39.8
4197,1,42,186.0,89.0,10.0,92.0,39.9
3549,1,59,188.0,98.0,13.0,96.0,40.4
9650,0,38,161.0,53.0,2.0,79.0,38.4
8363,1,49,170.0,73.0,11.0,86.0,40.1
4203,0,40,174.0,68.0,5.0,87.0,38.9
13978,0,24,170.0,65.0,28.0,106.0,40.9
11761,1,25,189.0,85.0,17.0,95.0,40.4
12418,1,49,184.0,88.0,14.0,85.0,40.2
13409,0,69,168.0,66.0,25.0,111.0,40.6
14403,0,21,156.0,55.0,19.0,108.0,40.5
6185,1,28,161.0,66.0,13.0,83.0,39.8
1639,1,29,175.0,76.0,22.0,109.0,40.4
9130,1,23,186.0,88.0,4.0,84.0,38.7
60,0,36,170.0,64.0,9.0,84.0,39.6
1240,0,45,167.0,63.0,6.0,84.0,39.5
5760,0,42,165.0,64.0,20.0,94.0,40.6
5136,0,21,160.0,62.0,25.0,105.0,40.2
2343,1,27,200.0,104.0,22.0,97.0,40.2
2120,0,32,169.0,62.0,4.0,75.0,39.2
1524,0,60,159.0,58.0,22.0,107.0,40.5
7617,0,67,169.0,71.0,24.0,107.0,40.6
153,1,25,181.0,81.0,23.0,101.0,40.8
481,0,33,164.0,61.0,20.0,105.0,40.6
6122,0,28,165.0,65.0,23.0,105.0,40.5
12652,1,71,190.0,99.0,8.0,82.0,39.5
7674,1,61,194.0,91.0,26.0,102.0,41.3
7101,1,28,187.0,82.0,16.0,98.0,40.2
12112,1,27,188.0,93.0,20.0,98.0,40.9
1762,1,24,187.0,85.0,9.0,75.0,39.9
8942,0,65,160.0,58.0,14.0,97.0,40.2
7715,0,76,172.0,68.0,12.0,96.0,40.2
9977,0,63,157.0,57.0,28.0,103.0,40.8
13628,0,49,170.0,67.0,21.0,93.0,40.9
7479,0,24,176.0,68.0,28.0,108.0,40.4
6212,1,24,207.0,104.0,12.0,86.0,39.9
12693,0,29,169.0,63.0,13.0,91.0,40.0
4853,1,66,164.0,71.0,20.0,100.0,40.6
2711,0,26,164.0,61.0,12.0,88.0,40.2
6766,0,31,170.0,68.0,19.0,105.0,40.6
4150,0,30,154.0,52.0,22.0,97.0,40.7
12385,1,66,176.0,82.0,27.0,110.0,40.8
1333,1,20,178.0,76.0,11.0,97.0,39.7
14124,0,50,144.0,45.0,18.0,98.0,40.3
11046,0,26,152.0,51.0,6.0,93.0,39.3
8378,0,74,163.0,62.0,23.0,102.0,40.8
9328,0,23,161.0,60.0,18.0,97.0,40.6
14092,0,38,158.0,58.0,23.0,94.0,40.3
14559,1,67,191.0,102.0,21.0,103.0,40.5
10250,0,20,152.0,56.0,12.0,96.0,39.9
14774,1,34,189.0,94.0,23.0,99.0,40.7
3850,1,27,192.0,93.0,27.0,112.0,40.5
8340,0,33,161.0,60.0,8.0,95.0,39.5
4124,0,40,176.0,72.0,4.0,84.0,38.6
13081,1,38,168.0,72.0,5.0,82.0,39.1
13450,1,37,187.0,91.0,27.0,110.0,40.6
11555,0,21,156.0,54.0,26.0,93.0,40.9
4788,1,35,183.0,86.0,17.0,95.0,40.3
2866,1,65,186.0,86.0,21.0,110.0,40.6
11968,1,54,188.0,87.0,2.0,80.0,38.1
1386,1,38,187.0,93.0,7.0,84.0,39.5
5941,0,32,148.0,53.0,24.0,103.0,40.9
3067,1,58,193.0,96.0,23.0,108.0,40.5
13595,1,60,183.0,87.0,17.0,97.0,40.6
3629,1,77,207.0,105.0,13.0,101.0,39.9
14199,0,57,163.0,64.0,5.0,84.0,38.9
12989,1,47,204.0,98.0,18.0,96.0,40.6
13427,0,27,148.0,50.0,24.0,96.0,40.7
3028,0,26,160.0,56.0,18.0,104.0,40.0
2969,1,21,178.0,81.0,17.0,97.0,40.1
11664,0,24,157.0,58.0,30.0,100.0,40.9
9900,1,60,193.0,96.0,11.0,90.0,39.3
11145,1,26,191.0,88.0,3.0,79.0,38.5
8646,1,44,179.0,82.0,6.0,87.0,39.3
6136,0,26,172.0,68.0,7.0,82.0,38.9
8801,0,36,170.0,69.0,8.0,88.0,39.6
4263,0,53,151.0,60.0,20.0,96.0,40.5
13018,1,27,185.0,80.0,1.0,80.0,37.9
645,1,20,184.0,84.0,1.0,76.0,37.8
14490,1,31,198.0,102.0,30.0,107.0,40.8
2074,1,23,186.0,86.0,24.0,97.0,41.0
12244,1,65,193.0,99.0,4.0,78.0,39.1
341,1,41,192.0,99.0,22.0,98.0,40.5
8041,0,51,166.0,61.0,16.0,99.0,40.4
1622,0,44,166.0,65.0,6.0,83.0,39.2
12875,0,68,174.0,74.0,22.0,109.0,40.9
7141,0,46,171.0,60.0,14.0,93.0,40.2
5796,1,39,182.0,91.0,23.0,108.0,40.7
7184,1,55,205.0,114.0,26.0,112.0,40.4
14002,1,26,189.0,87.0,26.0,104.0,40.7
8232,0,29,141.0,48.0,13.0,82.0,39.7
5475,0,51,166.0,70.0,22.0,92.0,40.9
10281,1,22,162.0,64.0,28.0,111.0,40.5
12116,1,21,188.0,80.0,14.0,103.0,40.1
10367,0,35,161.0,61.0,9.0,89.0,39.6
13893,0,71,166.0,66.0,29.0,108.0,40.9
74,1,67,192.0,92.0,24.0,108.0,40.7
14842,0,23,177.0,78.0,20.0,96.0,40.5
14895,1,60,191.0,101.0,3.0,82.0,38.3
10849,0,30,141.0,45.0,14.0,95.0,40.4
11372,1,61,184.0,86.0,22.0,101.0,40.8
10268,1,46,186.0,88.0,4.0,81.0,39.0
8633,0,56,171.0,69.0,25.0,107.0,40.7
13852,0,25,163.0,57.0,9.0,84.0,40.0
2051,0,40,165.0,61.0,1.0,86.0,38.0
2541,1,21,193.0,88.0,15.0,90.0,40.4
1301,1,28,187.0,85.0,25.0,100.0,40.7
5877,1,47,170.0,76.0,17.0,101.0,40.2
7368,0,40,151.0,56.0,10.0,81.0,39.5
11622,1,77,182.0,91.0,27.0,107.0,40.8
1304,1,40,191.0,88.0,18.0,101.0,40.3
8428,1,45,190.0,94.0,10.0,84.0,39.7
13645,0,77,166.0,65.0,20.0,105.0,40.3
2599,1,68,201.0,105.0,19.0,100.0,40.3
12808,0,33,175.0,75.0,1.0,85.0,38.0
2573,1,32,179.0,81.0,26.0,110.0,41.0
11472,1,45,178.0,76.0,19.0,96.0,40.1
3186,1,20,192.0,89.0,10.0,89.0,39.6
12145,1,35,170.0,73.0,2.0,90.0,38.1
2768,1,40,202.0,103.0,10.0,94.0,40.2
4831,1,20,163.0,69.0,2.0,78.0,38.3
4223,1,72,192.0,102.0,12.0,98.0,40.0
14483,0,20,171.0,66.0,25.0,104.0,40.4
2106,0,54,174.0,68.0,9.0,95.0,39.4
2679,0,29,156.0,51.0,12.0,95.0,39.6
10953,0,59,153.0,56.0,23.0,105.0,40.6
12880,0,78,156.0,60.0,18.0,96.0,40.7
1387,0,39,167.0,67.0,15.0,93.0,40.4
14517,1,30,177.0,77.0,19.0,100.0,40.9
14246,1,63,188.0,94.0,19.0,91.0,40.3
13401,0,55,161.0,61.0,23.0,110.0,40.7
14498,0,29,165.0,65.0,11.0,77.0,40.0
7083,1,28,181.0,82.0,16.0,103.0,40.3
13364,1,72,182.0,87.0,24.0,105.0,40.7
13192,0,56,146.0,49.0,6.0,91.0,39.4
1279,1,44,175.0,80.0,28.0,102.0,40.8
13221,0,54,164.0,61.0,17.0,96.0,40.4
804,1,35,191.0,90.0,24.0,108.0,40.3
1555,0,48,160.0,62.0,29.0,110.0,40.6
14240,0,27,182.0,82.0,19.0,100.0,40.3
11382,1,24,179.0,79.0,4.0,76.0,38.8
4566,1,46,170.0,72.0,16.0,94.0,40.1
12994,0,30,166.0,61.0,3.0,82.0,39.1
14511,0,29,154.0,55.0,26.0,102.0,40.9
4841,1,73,176.0,81.0,22.0,102.0,40.8
3594,0,43,178.0,78.0,16.0,96.0,40.3
6035,0,43,183.0,85.0,10.0,94.0,39.8
6852,0,40,160.0,56.0,15.0,96.0,39.7
10112,1,45,192.0,90.0,16.0,102.0,40.3
8705,1,43,189.0,89.0,15.0,94.0,40.4
4177,0,37,180.0,73.0,24.0,98.0,40.6
1308,0,38,164.0,64.0,8.0,90.0,39.8
9106,0,45,149.0,50.0,17.0,102.0,40.4
3452,0,52,178.0,73.0,20.0,103.0,40.3
3695,1,64,195.0,101.0,30.0,109.0,41.0
4242,1,25,189.0,97.0,27.0,103.0,40.7
11348,0,69,156.0,58.0,19.0,102.0,40.5
2198,0,28,170.0,70.0,11.0,86.0,40.1
8966,0,41,159.0,60.0,13.0,95.0,40.1
4425,0,40,181.0,79.0,20.0,97.0,40.5
6150,1,29,175.0,73.0,27.0,98.0,40.9
943,1,54,195.0,100.0,25.0,106.0,40.7
822,0,42,157.0,55.0,27.0,113.0,40.9
5005,1,33,185.0,83.0,23.0,98.0,40.8
6612,0,33,166.0,61.0,29.0,107.0,40.5
12469,1,21,185.0,81.0,25.0,112.0,40.7
8356,0,48,150.0,53.0,17.0,93.0,40.4
5619,1,49,186.0,85.0,17.0,94.0,40.5
4547,1,22,170.0,68.0,21.0,103.0,40.4
12175,1,36,168.0,77.0,14.0,104.0,40.2
2538,1,26,175.0,79.0,20.0,103.0,40.4
14633,0,35,169.0,69.0,21.0,99.0,40.5
9503,1,44,181.0,79.0,17.0,94.0,40.3
5207,0,21,153.0,50.0,2.0,82.0,38.3
14279,1,36,193.0,92.0,19.0,92.0,40.5
13521,0,65,176.0,72.0,21.0,104.0,40.4
3054,1,59,183.0,88.0,22.0,101.0,40.8
3675,0,31,168.0,64.0,20.0,100.0,40.1
7776,1,48,190.0,90.0,1.0,80.0,38.0
7218,0,67,154.0,57.0,20.0,96.0,40.6
6722,0,58,165.0,62.0,16.0,100.0,40.3
3300,0,20,158.0,60.0,17.0,91.0,40.2
3310,1,38,188.0,89.0,1.0,77.0,37.7
7221,1,43,178.0,77.0,27.0,107.0,40.9
8519,0,21,176.0,68.0,21.0,105.0,39.9
10682,1,33,188.0,88.0,6.0,86.0,39.3
5954,0,75,177.0,73.0,9.0,85.0,39.8
10998,0,75,167.0,70.0,6.0,84.0,39.4
12600,0,51,162.0,59.0,11.0,89.0,40.0
832,0,39,177.0,74.0,6.0,78.0,39.1
11271,0,64,143.0,49.0,20.0,99.0,40.5
3462,0,34,159.0,57.0,28.0,117.0,40.9
14003,1,30,178.0,86.0,22.0,101.0,40.8
7643,0,22,164.0,58.0,27.0,107.0,40.8
54,0,69,174.0,69.0,2.0,80.0,38.1
12256,0,28,166.0,64.0,18.0,100.0,40.5
3451,1,42,182.0,85.0,22.0,94.0,40.7
6305,1,56,169.0,75.0,21.0,95.0,40.6
10093,0,28,154.0,58.0,30.0,113.0,40.6
1481,0,51,163.0,59.0,24.0,107.0,40.4
4873,1,64,171.0,77.0,6.0,80.0,39.3
13087,1,35,190.0,87.0,14.0,91.0,39.9
8038,0,70,160.0,66.0,23.0,105.0,40.4
12342,0,37,180.0,76.0,19.0,86.0,40.5
3335,1,25,190.0,91.0,29.0,112.0,40.8
6016,1,65,166.0,71.0,7.0,89.0,39.6
4926,1,55,191.0,95.0,19.0,99.0,40.6
9138,0,58,147.0,49.0,27.0,106.0,40.8
5797,1,34,200.0,98.0,13.0,89.0,40.1
11485,0,48,165.0,59.0,19.0,104.0,40.7
10353,0,20,143.0,47.0,3.0,79.0,38.4
14748,0,26,163.0,61.0,11.0,85.0,39.9
5083,1,28,181.0,81.0,30.0,108.0,41.1
6645,1,47,178.0,82.0,26.0,104.0,41.2
12481,0,25,150.0,51.0,26.0,104.0,40.7
11249,1,57,189.0,89.0,13.0,95.0,40.1
5490,1,42,177.0,81.0,8.0,85.0,39.6
768,0,30,166.0,66.0,16.0,87.0,40.2
2065,1,67,189.0,94.0,23.0,100.0,40.8
14258,1,63,184.0,86.0,6.0,86.0,39.1
11687,1,52,196.0,102.0,5.0,83.0,38.8
7311,1,20,186.0,82.0,14.0,89.0,40.5
8477,0,29,182.0,76.0,5.0,86.0,39.1
14909,1,51,192.0,102.0,7.0,94.0,39.4
4524,1,50,183.0,91.0,15.0,108.0,40.0
11568,0,31,152.0,54.0,16.0,92.0,39.8
10524,0,37,169.0,67.0,22.0,103.0,40.7
2717,1,44,196.0,102.0,30.0,101.0,41.1
2079,0,53,166.0,68.0,29.0,105.0,40.8
11581,0,22,150.0,53.0,21.0,101.0,40.7
8914,1,46,168.0,72.0,18.0,89.0,40.4
951,1,62,178.0,85.0,16.0,99.0,40.6
8058,1,38,189.0,90.0,22.0,109.0,40.7
2482,0,40,173.0,68.0,21.0,89.0,40.4
10454,0,57,172.0,68.0,19.0,104.0,40.4
9181,1,25,162.0,63.0,25.0,106.0,40.4
11404,1,72,195.0,103.0,6.0,93.0,39.6
1759,0,66,145.0,52.0,24.0,110.0,40.5
9984,0,38,151.0,56.0,28.0,111.0,40.5
4422,0,21,160.0,55.0,3.0,81.0,38.7
6704,1,26,186.0,84.0,16.0,99.0,40.0
9916,0,26,167.0,65.0,19.0,98.0,40.6
5182,1,22,180.0,79.0,21.0,95.0,40.6
8533,1,28,190.0,93.0,10.0,84.0,39.6
3701,0,59,140.0,47.0,24.0,99.0,40.6
4243,0,41,184.0,83.0,28.0,102.0,40.9
688,1,70,191.0,98.0,4.0,83.0,39.1
3432,0,53,167.0,63.0,2.0,74.0,38.1
13395,1,34,206.0,103.0,22.0,100.0,40.8
4944,1,37,185.0,84.0,15.0,97.0,40.0
966,0,78,150.0,54.0,8.0,87.0,39.6
14560,0,45,160.0,55.0,2.0,83.0,38.2
14237,0,20,158.0,57.0,21.0,110.0,40.2
10395,0,35,175.0,63.0,3.0,76.0,38.8
2713,1,34,175.0,72.0,22.0,105.0,40.7
4757,1,26,204.0,107.0,30.0,106.0,40.6
13290,1,55,181.0,80.0,27.0,107.0,41.1
12350,0,22,170.0,65.0,12.0,91.0,40.0
14323,0,28,164.0,68.0,20.0,103.0,40.3
6320,1,31,181.0,78.0,17.0,102.0,40.4
13472,0,38,190.0,79.0,18.0,95.0,40.6
5975,0,38,152.0,52.0,27.0,109.0,40.8
3572,0,40,156.0,55.0,26.0,105.0,40.6
12997,0,57,167.0,65.0,15.0,97.0,39.9
5299,0,26,166.0,65.0,12.0,92.0,40.2
1990,0,52,169.0,70.0,14.0,99.0,40.4
12312,0,35,177.0,74.0,26.0,102.0,41.3
12951,0,67,161.0,64.0,10.0,90.0,39.6
1205,0,44,155.0,57.0,5.0,89.0,39.2
13490,1,53,193.0,90.0,9.0,90.0,39.6
13050,0,38,170.0,59.0,26.0,115.0,40.8
4971,0,52,169.0,71.0,19.0,100.0,40.5
14588,1,74,186.0,86.0,22.0,110.0,40.5
13226,1,28,195.0,100.0,22.0,107.0,41.0
6783,0,64,162.0,58.0,1.0,86.0,38.0
3600,1,26,202.0,104.0,13.0,103.0,40.0
6490,1,21,182.0,84.0,10.0,99.0,39.7
8609,1,74,185.0,83.0,17.0,100.0,40.2
14965,1,79,190.0,95.0,20.0,101.0,40.6
13570,1,26,194.0,91.0,24.0,101.0,41.0
8070,1,20,185.0,82.0,15.0,102.0,40.2
8577,1,75,181.0,81.0,15.0,97.0,40.2
7973,0,29,160.0,55.0,5.0,85.0,39.3
13974,1,37,182.0,83.0,26.0,109.0,40.4
1625,0,30,155.0,55.0,10.0,83.0,39.7
536,1,31,184.0,90.0,25.0,106.0,41.0
8766,1,74,177.0,80.0,14.0,93.0,39.9
7970,1,45,184.0,91.0,17.0,95.0,40.4
13224,0,49,166.0,63.0,8.0,95.0,39.4
4212,1,32,174.0,77.0,3.0,79.0,38.6
6456,0,20,177.0,66.0,8.0,83.0,39.7
3507,0,38,151.0,52.0,23.0,98.0,40.8
8393,1,55,195.0,106.0,10.0,91.0,40.0
9524,0,22,149.0,48.0,27.0,111.0,40.9
7112,1,21,191.0,92.0,11.0,89.0,40.0
11694,1,42,174.0,73.0,13.0,93.0,40.4
2708,0,26,164.0,59.0,1.0,87.0,38.0
5031,1,56,187.0,90.0,25.0,99.0,40.5
6514,1,77,174.0,82.0,23.0,94.0,40.7
4662,0,72,170.0,69.0,20.0,107.0,40.4
4021,0,22,164.0,62.0,2.0,85.0,38.5
1854,0,44,183.0,82.0,20.0,103.0,40.4
14152,0,74,170.0,68.0,20.0,111.0,40.5
2872,0,53,167.0,67.0,28.0,112.0,40.7
3030,0,24,175.0,75.0,20.0,101.0,40.9
9397,1,33,191.0,92.0,26.0,103.0,40.8
1645,1,22,180.0,77.0,6.0,81.0,39.3
3417,0,34,180.0,79.0,16.0,92.0,40.1
3476,1,26,173.0,77.0,23.0,103.0,40.2
14331,1,39,198.0,105.0,23.0,102.0,40.7
11053,0,21,157.0,57.0,2.0,77.0,37.8
1792,0,32,149.0,49.0,15.0,93.0,40.3
3797,0,35,172.0,72.0,28.0,106.0,40.8
3368,0,33,173.0,63.0,3.0,82.0,38.7
11559,1,42,174.0,76.0,14.0,84.0,40.4
11725,1,23,180.0,85.0,2.0,85.0,37.8
7196,0,43,162.0,64.0,30.0,105.0,41.2
14470,0,52,161.0,64.0,11.0,99.0,40.1
5109,1,27,196.0,95.0,8.0,87.0,39.4
6024,1,31,192.0,89.0,6.0,79.0,39.0
11641,1,68,172.0,82.0,8.0,86.0,39.7
8795,0,46,163.0,60.0,22.0,106.0,40.7
11248,0,23,171.0,63.0,24.0,104.0,40.8
13951,1,39,194.0,93.0,18.0,89.0,40.3
126,0,44,143.0,49.0,17.0,92.0,40.2
5959,0,36,170.0,65.0,12.0,93.0,40.1
3876,0,67,162.0,63.0,5.0,87.0,39.3
11127,1,35,174.0,80.0,17.0,90.0,40.5
4451,0,54,185.0,78.0,13.0,93.0,40.0
7147,1,72,186.0,85.0,8.0,83.0,39.3
3531,1,38,186.0,81.0,2.0,84.0,38.0
10922,0,20,147.0,48.0,21.0,100.0,40.5
827,0,23,173.0,68.0,18.0,97.0,40.1
9831,1,63,190.0,94.0,21.0,95.0,40.7
7790,1,24,179.0,74.0,12.0,93.0,40.3
984,0,72,166.0,66.0,19.0,102.0,40.2
11473,1,77,205.0,104.0,10.0,91.0,40.0
11197,1,59,180.0,87.0,11.0,88.0,39.4
7783,0,36,182.0,83.0,27.0,105.0,40.8
10380,1,69,175.0,82.0,20.0,101.0,40.3
14375,1,24,176.0,80.0,27.0,105.0,40.6
2443,0,21,161.0,58.0,30.0,115.0,40.8
8554,1,32,189.0,93.0,8.0,84.0,39.3
10541,0,27,157.0,52.0,26.0,105.0,40.9
345,1,22,191.0,88.0,10.0,90.0,39.7
814,0,79,163.0,63.0,8.0,86.0,39.9
6166,0,65,158.0,62.0,23.0,97.0,40.6
12999,0,71,172.0,69.0,21.0,108.0,40.3
11397,1,42,178.0,78.0,25.0,103.0,40.7
13621,1,39,180.0,87.0,24.0,107.0,40.4
14670,0,36,162.0,58.0,10.0,95.0,40.0
11517,1,57,188.0,88.0,26.0,101.0,41.3
12298,1,23,190.0,90.0,25.0,99.0,40.7
5779,0,26,165.0,62.0,24.0,100.0,40.8
2116,1,45,179.0,82.0,26.0,107.0,40.6
10026,1,31,182.0,80.0,28.0,107.0,41.1
793,0,22,158.0,56.0,18.0,97.0,40.4
14920,0,24,169.0,67.0,22.0,95.0,40.4
6898,1,21,181.0,79.0,18.0,91.0,40.3
2674,0,31,171.0,68.0,28.0,107.0,40.7
94,0,27,159.0,59.0,14.0,88.0,39.9
4225,1,47,154.0,54.0,9.0,94.0,39.8
3756,0,32,157.0,60.0,21.0,97.0,40.5
2891,1,56,191.0,101.0,12.0,98.0,40.1
2371,1,64,178.0,75.0,20.0,94.0,40.2
11420,1,25,173.0,77.0,9.0,94.0,39.4
14090,1,31,183.0,92.0,18.0,89.0,40.3
3228,0,66,166.0,65.0,23.0,104.0,40.9
7863,1,34,182.0,87.0,14.0,101.0,39.9
6359,1,47,197.0,106.0,23.0,96.0,40.8
14746,0,37,169.0,69.0,24.0,106.0,40.6
13102,0,47,158.0,60.0,30.0,101.0,40.9
7326,0,57,158.0,61.0,26.0,104.0,40.8
6028,0,28,163.0,57.0,4.0,91.0,38.8
11045,0,45,155.0,56.0,27.0,100.0,40.9
13429,1,42,177.0,77.0,7.0,87.0,39.5
11104,1,40,191.0,91.0,29.0,108.0,41.0
1865,0,20,178.0,70.0,5.0,81.0,39.5
4612,0,39,187.0,87.0,13.0,101.0,40.2
10049,0,39,162.0,55.0,2.0,82.0,38.1
2645,0,73,157.0,64.0,20.0,106.0,40.4
2243,1,33,165.0,72.0,6.0,81.0,39.5
5373,1,28,190.0,94.0,5.0,93.0,39.1
2336,1,33,187.0,93.0,2.0,85.0,38.0
950,1,40,177.0,81.0,8.0,83.0,39.6
11260,0,33,170.0,65.0,30.0,105.0,41.0
1120,1,48,177.0,85.0,1.0,80.0,38.1
10789,0,44,173.0,71.0,14.0,94.0,40.3
2204,1,75,197.0,103.0,6.0,91.0,39.1
419,1,75,186.0,84.0,29.0,107.0,41.1
922,1,64,175.0,83.0,4.0,83.0,38.9
9446,0,77,175.0,75.0,11.0,95.0,39.9
8669,1,79,189.0,92.0,17.0,104.0,40.2
10227,1,69,178.0,79.0,7.0,84.0,39.3
5408,1,42,182.0,87.0,10.0,99.0,39.6
5788,0,48,169.0,66.0,27.0,100.0,40.7
5742,1,21,177.0,82.0,3.0,84.0,38.5
7667,0,61,157.0,62.0,5.0,83.0,38.8
5567,1,24,179.0,78.0,27.0,108.0,41.1
8135,1,43,176.0,76.0,14.0,88.0,40.2
1202,0,41,173.0,69.0,28.0,108.0,41.0
10818,0,42,168.0,64.0,28.0,118.0,40.9
5765,1,72,199.0,98.0,28.0,110.0,40.9
8389,0,55,145.0,55.0,15.0,101.0,40.1
1970,0,32,153.0,55.0,8.0,89.0,39.5
11302,1,34,172.0,77.0,25.0,105.0,40.7
4018,0,29,158.0,56.0,10.0,91.0,39.9
10343,0,68,172.0,76.0,24.0,109.0,40.6
3687,0,62,156.0,57.0,6.0,91.0,39.6
13108,0,26,155.0,56.0,22.0,96.0,40.7
1997,0,67,191.0,91.0,26.0,99.0,40.7
4033,1,23,175.0,70.0,5.0,78.0,39.0
14846,1,24,186.0,84.0,10.0,90.0,39.7
11246,1,76,188.0,90.0,30.0,109.0,40.9
1248,0,76,160.0,59.0,12.0,85.0,40.0
2192,1,50,187.0,93.0,28.0,106.0,40.9
2712,1,42,194.0,91.0,3.0,79.0,38.6
9184,0,39,168.0,62.0,16.0,91.0,40.4
2190,1,74,197.0,105.0,12.0,88.0,39.7
4670,0,20,155.0,54.0,24.0,110.0,40.7
5142,0,21,162.0,56.0,18.0,107.0,40.2
5984,1,79,170.0,75.0,18.0,95.0,40.6
6565,0,76,170.0,68.0,27.0,114.0,40.9
7804,1,28,188.0,87.0,4.0,91.0,39.0
11954,0,64,153.0,57.0,26.0,111.0,40.8
6943,1,28,185.0,88.0,19.0,98.0,40.5
11789,0,33,151.0,44.0,16.0,89.0,40.0
12903,1,23,175.0,73.0,23.0,110.0,40.6
9510,0,48,154.0,55.0,19.0,91.0,40.3
10055,0,28,142.0,44.0,7.0,93.0,39.0
10535,1,29,195.0,99.0,9.0,91.0,39.7
10641,0,26,171.0,62.0,9.0,90.0,39.8
2136,1,24,175.0,70.0,8.0,90.0,39.3
1065,0,20,161.0,55.0,8.0,86.0,39.5
600,0,32,176.0,69.0,15.0,102.0,40.3
4227,1,27,183.0,80.0,13.0,94.0,39.8
10813,0,26,169.0,65.0,20.0,101.0,40.8
7577,0,25,157.0,55.0,15.0,100.0,40.3
77,0,49,168.0,68.0,20.0,99.0,40.6
7546,1,77,191.0,93.0,16.0,91.0,40.3
2898,0,40,167.0,63.0,19.0,97.0,40.5
4820,0,30,169.0,69.0,6.0,89.0,39.4
9506,1,45,187.0,87.0,4.0,83.0,38.9
13965,0,46,158.0,59.0,6.0,88.0,39.2
6413,1,34,173.0,73.0,18.0,108.0,40.4
9444,1,65,193.0,91.0,8.0,87.0,40.0
9064,0,43,168.0,66.0,20.0,102.0,40.2
12042,0,24,169.0,67.0,27.0,105.0,40.5
8007,1,47,191.0,95.0,4.0,80.0,39.1
5468,1,57,196.0,96.0,29.0,108.0,41.1
5951,0,41,159.0,57.0,17.0,101.0,40.3
14653,1,59,166.0,70.0,17.0,90.0,40.2
11157,1,31,194.0,91.0,12.0,85.0,40.1
3391,0,74,172.0,73.0,8.0,89.0,39.7
5415,0,24,164.0,63.0,12.0,85.0,39.8
2560,1,76,176.0,81.0,24.0,94.0,40.7
14836,1,22,190.0,98.0,24.0,101.0,40.3
8162,0,56,179.0,75.0,15.0,90.0,40.3
2635,1,49,187.0,89.0,24.0,99.0,40.7
5256,0,51,159.0,58.0,26.0,112.0,40.8
3530,1,40,197.0,102.0,19.0,99.0,40.7
8567,0,30,173.0,67.0,3.0,83.0,38.6
1908,0,47,174.0,73.0,28.0,101.0,40.9
12621,0,22,155.0,51.0,1.0,83.0,37.5
13906,0,62,161.0,59.0,17.0,88.0,40.3
235,0,70,175.0,74.0,9.0,79.0,40.0
12219,1,20,193.0,93.0,4.0,82.0,39.0
1604,0,20,153.0,52.0,14.0,102.0,40.4
7984,1,42,185.0,85.0,24.0,112.0,40.6
9310,0,40,159.0,61.0,10.0,89.0,40.2
11869,0,34,174.0,67.0,18.0,95.0,40.6
3490,1,57,210.0,122.0,5.0,80.0,39.2
14780,1,74,194.0,97.0,6.0,94.0,39.2
11150,1,42,176.0,79.0,11.0,99.0,40.1
1994,1,65,204.0,112.0,25.0,106.0,40.9
2824,1,29,196.0,91.0,22.0,96.0,40.6
